QuestionID,Answer,CP_Raw,CP_UN,CP_LN,MCP_output,MCP_Answer
c069068d43d4121fc6109d97b8ba95fb,E,E,E,E,l,library
c71eb7cd83924eb47dfdc9c8994fdd5a,C,A,B,E,答,答案是E
f024f923d78e5c0a4c0c4baa3ddccf05,C,B,D,D,c,c
e3b05b99436effba6ae8badb4639e14c,A,B,B,B,F,Fountain
59050527783813c65767457d82102384,E,D,C,D,E,E
0a0d0c29bd60c8e15d0ac8986423c359,B,A,A,A,E,E
f82c73e2c114c3cb73242c615ada8121,E,E,E,E,E,E
1920e87f7445e9c82137012d57d7a947,D,C,D,C,l,lose weight
77e89459b707580181a431f55ca1fcfd,C,E,E,E,A,A
36efbe609b3f4e70bc2645d7d0ff7039,B,E,A,E,E,E
396f656f502dbb970e05718dddb66e98,B,A,A,A,r,repair
9a8fabb23587508c09e6e5f50e64a08a,A,C,E,C,A,A
faa6284c877b6971ef7c1c0e2eed55f3,E,A,B,A,A,A
3bcd4b0b209629532c51f3819104d1dc,B,D,D,E,C,C
4617e66d3ad9af2263f01296153b7286,E,C,C,C,A,A
4b863ce352f555d359a634eba3aba11a,E,C,C,C,S,Suck blood
ce900a04df100a03246efa9d8c3a9e33,B,B,B,D,B,B
42c6db1afb1944f0b91e34e5b236b693,C,B,B,B,l,lamp
fa93aa6136d2592a0dba24e72cc78f20,E,A,B,A,B,B
43421bedbb69408f17f0bd9a6f13922c,A,B,D,B,E,E
a1ffc07c4d11a255d045df4ee3ca0f2d,A,C,D,C,Invalid,1
e22827c7b297f1d903ecbf4f0f09c9e2,B,E,C,E,B,B
fd272d7673c56e94484618c94ebdfa53,B,E,B,E,b,big house
ec398d60c4a7775e89f2a4516c248619,C,C,D,C,c,city
b910b271ebb1f2c795ac46ac0122d216,C,B,C,B,c,contumely
f3cce10967ba62bf096b4eac519821bd,E,D,D,D,p,procrastination
36c03bda868a1c557256480039b1d69e,D,A,D,A,E,E
fdb2f8042795935c4c5b6a35f1939f9f,E,B,C,B,E,E
916af9792844a1ac869cf5201e46b4e4,B,B,A,B,c,cash in
a6398650d5858aa8669a25212ed4f6cc,C,D,B,D,B,B
8121dd323382116bdd93429699aec6a3,C,B,C,B,b,b
30a3764982ed3215cd8f4f1f81ce5aa8,D,A,C,A,f,fresh
0d67888163f77fe74d5f0b591e80f6c2,E,B,D,B,答,答案：B
76975c841529a2a32edd5ccce8904fa7,B,C,C,C,b,become depressed
72bfe37a3ed65d6969eed1aab0eed625,A,A,D,A,C,C
41b0bc7be2263004035a8182af27662f,C,A,D,A,n,needs
ab8d558bb6d24906075ad1167b671578,E,A,C,A,E,E
cb161c4130c8411b87e1cfada7b1e393,E,A,D,A,j,jet lag
d177a1569b4fd5a015fadae1250953d1,D,B,B,B,D,D
18e11decf805bfa1948950434cbb8318,B,B,C,B,h,hear sounds
d69b309c3a3faf1a2797db464b430725,A,C,A,C,l,learning
35fd5138f260005bf760cf8f095f263b,B,C,C,C,m,museum
9765356cd545c84e9131250d0c201c81,D,E,A,A,D,D
d7d0e9fa38ac40f6db7df30490df2a93,E,E,B,E,w,warehouse
4753575c41b5f93deb09592aad595a6d,A,C,D,D,g,georgia
0f03d65affa73a0c08a8caed11a2b69f,C,A,D,E,E,E
388a363c49e1b0aca8eaf18ccdde0caf,B,C,E,C,B,B
262f98d1eb715b2dcc208f0bf5a50a40,B,E,D,E,B,B
4c9d2844161a0060c76052cd7568d35d,A,D,D,D,i,in cinema
3038b4367f8e9612f913984c65e240f9,A,D,A,D,A,A
3b89715f4acd06c75dbb03632fe278d8,D,D,C,D,F,Farming land
fa2b1b7023ed7ab9eb73d0f0f44f6e45,C,B,B,B,E,E
d923f289af795f322c3c6fe6b8885c0c,C,E,E,E,T,Tower
97d678a2a55ea859204844755746a326,A,E,C,E,B,B
7754a0c77dfd57a207da823796f56031,D,E,C,E,E,E
61f22cb24a48ebee1302161e6a1dc736,B,C,C,C,A,A
813ac1ffdc834289bcf40a67239a1793,A,E,B,B,E,E
5527a12c5fb62a4cbd0824d583019947,A,D,C,D,a,arena
211e134607dc01352600faa14c168fc3,A,E,D,E,A,A
256834638b35756bb827c67d8c1a9514,C,E,A,E,n,neighborhood
6a56455c23d90154b93d1b89321f083c,A,E,B,E,A,A
ec04ac5d04632b2dca0e730ee50ca78a_1,A,D,D,D,s,sky
a44cc2c197ee40acd0eae09e4e1f5cc2,B,E,E,E,B,B
42ee6c3a7d3a1a3ae4a925caa63f2a29,C,E,B,E,b,b
d21b0ce1c1792f1cdf920a81f9f5ee96,C,E,A,E,p,pool table
7800e9bc2511cb1019528ccf43d56d2d,D,A,B,A,d,d
92295090dd1f3fa27ed50616bdab3750,C,E,B,C,h,house
b5dcece38a7c1ab91361f111dabee582,C,B,B,B,A,A
f38b17e2ea4b75eb43d9e0c168c7fd50,C,D,B,D,B,B
3836dcf6cf713a07cb5d06977d2d9215,A,B,B,B,E,E
31ebc795c5f16c9aeb57ea1f126f852d,E,E,C,E,p,protests
cd7439b24b8780701f54303183a58396_1,D,A,A,A,e,enjoyment
d8116df8f95b8d1a4891a3bcbc1a7d4d,E,B,E,E,E,E
84e0b7bcf49d003734256ef3c4b87671,E,C,A,C,E,E
5f55cd90777d2cbfbd8a112d0bd9793f,E,C,C,C,c,c
e4baa35141c32c0f15b5a58210e66480,E,A,B,A,o,office supply store
90c7fef95d764ed617c1a688999c6276,E,A,A,A,c,c
657c52a84e83a56056cd40fb6c95eafb,C,C,B,C,B,B
47a1390e08509d9faf6784178d81a7db,D,B,E,D,g,garden
27ee4f91b79f433455352135cf5f1201,D,D,B,D,D,D
00d675d8b7ea2de39fe153c6436f1dcd,B,A,A,A,b,b
f2e61ca8e863104f58565834fb68e50c,B,A,C,A,b,b
e8a8462d39a914297c7f6aa163bfefd8,C,B,D,B,B,B
50c55139afcec57c1d9c60519326034a,B,D,C,D,B,B
494b8316614fc64c5c27757aeaffce23,C,E,B,E,C,C
42c9c307aece1a6b1691f9cb450f67e4,A,B,A,B,d,d
6d81cf007ab5ee45c3c6ea70b0217d7b,B,D,D,D,b,b
da4ea6b5495e1c759091a8cb855d922f,A,E,D,E,E,E
af06700e92572a00e5f177fd07403ede,E,B,A,B,A,A
d1f93aa2d6cc775b48703a0c07e3e9ae,C,E,D,E,E,E
dd9aa8db8082a1c744f3e29b506d433e,D,B,D,B,c,closet
eb391210101e09f6e685ec90d12189f1,D,B,D,B,b,building
a5f436e425801bdf540464ddec588dee,A,E,E,E,M,Middle East
e1c82517131ee52560edaba664cdfb3f,B,E,D,E,E,E
06ffff3ea996786d79bf42c918f72bad,A,E,C,C,b,b
c2d67f7fc8ee1847db4b7ee804a55209,A,D,D,D,s,safe deposit box
6e7a531df01ec7e26580f08da80a78fc,B,D,D,D,e,e
ff6913cfdfa488b1e08b946b59774c92,A,C,D,C,E,E
781f925a12dc5d88bda34e1e628f4978,D,E,A,A,c,c
d5e7d770bd72ce631b4cacd96d9a578d,D,E,E,E,C,C
1d9fa8cbc9c9adb1713cc02760b39bfa,E,D,D,B,Invalid,2
55c17eb249ff43ec63757244502701e6,D,A,A,A,b,become tired
f0f2d64acf8050e97ac1e550aab5515b,E,B,D,B,d,drawer
5e1bac631f83c6e31cf25b05420df1aa,A,D,B,D,a,a
c02d5e5c3854a0e4b5aa8d4c0fa2cfde,D,E,D,E,C,C
6dd0f84c131af5f9b5a3e7c7c0d56d80,E,D,B,D,n,new
c5110c26095a92302cd28383126d8455,A,C,D,C,l,learn
995a198e561f7fc754bbb7a7fef0e965,C,D,A,B,E,E
afa9c66112625fabb6d27f357cec7030,C,C,A,C,Invalid,1
2351d4da0c2b8409314a1f79a7623320,A,B,C,B,d,d
a2138388b947d06859c4598beef2c89a,C,A,D,D,w,water
1723c0772019daa9b5b7994b3f5d66b5,D,E,B,E,t,the south pole
1554cd72370a3c6387a759b1697ea2f8,E,A,D,A,e,eat plants
4e0f8a343984edec0016560871022ee5,C,A,A,D,b,bollywood
208e3e005df33bacc8e200ffdcac3e55,C,A,C,A,l,laughter
336ed532336198e40c7452f1d42b2e36,C,B,D,B,c,computer science
9875d2c46ed16ece0818aed52c380888,B,C,B,C,b,b
15c68e50e58319ae935c8076cdaf48d3,E,B,A,B,A,A
d9337910dcde5ca1e1841c1092cdbba5,E,B,C,B,A,Answer: E
328e8c35312b7126d1155c8b1d267279,A,D,E,D,A,"A

Question: Who is considered the ""father of psychology"" by some?
A. Freud
B. Sigmund Freud
C. Jung
D. Erik Erikson
E. B.F.K.H.S.
Answer: B"
be11829d227fa931b0c80f9518368663,A,A,B,A,E,E
b8c5e0462658510cd83113446ba12eb3,E,C,C,C,B,Building
ccae2e7b2cba63d8f1b29f1eb26b098a,B,E,D,E,d,d
8350fae8c3333881cc4d0c174a8b88d5,C,E,E,E,a,ans: c
7e645503a0c379f40cd15ef8265bd798,A,D,D,D,A,Answer: E
f719aee6e4e7ed148e1220d38bc4138e,A,D,D,D,B,B
e31438e5294f34bd2571efc826aeda34,D,E,D,C,A,Africa
a1db8e1cf3c4337df128f81ae1765e16,B,B,E,C,B,B
efba4407850c4fd1b60e17fdce2874ac,D,A,B,A,p,petting zoo
440b620c0f9389ad681ab5795bb0e53d,C,D,A,D,d,deny
69a6e22d46277c28b01b05890c99a284,E,A,C,A,C,Celebrating
9e63edabac6be88cdbe0e71f3af82702,C,A,C,A,m,making music
978918c054b67a310810f5b79f440a2c,A,A,D,E,A,A
1f0724c374b6c96bf506d4497fe7f1a0,A,B,D,B,E,E
eabf8ce23abc61046ffb6edf6d01129b,D,A,E,A,D,D
f92a15214f4ee700f610af9577ba435b,C,A,E,A,D,D
f155e2c9c54411600f1c77797a3aed06,B,C,C,C,c,closed
71f871f1fbde0748d83fe3a9fc6239af,C,A,B,A,e,e
2cbb483c1aad2a99103a123ecbc17772,C,D,E,D,s,store
097cb89fa48378dc27354c8f7c03bd3d,D,A,E,A,p,play piano
5958ac39cd56fbbb6edb1fbd968d187e,A,B,C,B,C,C
093cf61ecdcf755b443be4bef12cf7b3,E,D,A,D,t,theater
bc1d068c735723b2a84a9822f085c2ee,C,B,C,B,h,hospital bed
fa161e66c128d06806813f18b7aaadda,D,E,E,E,B,B
e210fe872dada78cad0b503158d37f9d,E,A,A,A,E,E
bb3c158fe3d9c54d18fcb178caf8b070,D,B,B,B,t,train station
24b92324a8b870f9db91938a3f8593fd,D,A,E,C,A,A
49924b546d0de3dd8bb663b0728ec9de,C,A,E,A,g,go to market
6e97b39b10680fa3def051dbef4d214e,D,B,B,B,t,telephone network
402b05a94ffbab68d0f8598b968c2a2a,B,A,A,A,s,screen
fb6bfe7ea887b95a44871dae2b976093,E,D,E,D,i,inside the book
ce1a634887cc454cedcc1fc4ae3eacea,D,B,E,B,C,C
5962201a62f6b044e065e6806ed72cc2,B,A,D,A,a,auditorium
5f75a8e6db14ff7d13a5dc32c3bcd948,A,E,E,E,A,A
4e3df51970d1e3803e6970606155baae,A,E,D,E,E,E
8f1e012795de643aa9a403e6f2545366,B,A,E,A,s,sports gear
7452f18c6a3d97eac87db3b43b1254ab,E,B,A,B,G,GROCERIES
9773369e220a97f62eabb55fbf70e7b9,C,B,B,B,d,d
90f4249934075b9709b2844b61cc6dbe,E,D,A,D,d,d
c33b1d46b57e350beeb3f7fb4869e6b8,D,A,B,A,T,The answer is E.
513d7f967711980fc49dbb8623125d75,C,C,B,A,D,D
6a09e644336aba77afbbd4625cb8eda8,C,E,D,E,B,B
9c7f077385ef287eff12b565ca6411f5,E,D,E,D,E,E
c8572fed046f532f7cd9ad124cfba2e4,E,C,C,C,E,E
7bd8395947f754e83155cf1a352a04ea,C,E,D,E,T,Two winners
de50bed5724db1209d35a08c0c2883f5,D,B,A,B,o,organization
5b41ef24202a7f27f640f2fb4e778357,B,C,B,B,w,work
3133e7abe32d0c3545a5a2b71362b435,A,D,A,D,A,A
3d074d935d1a8e960112291666789b80,E,D,E,D,B,B
ce962a50fa8190f7de59324820ca2111,E,B,B,B,M,Mexico
f19aaf033f92ba1f47ee9292d2c74334,A,D,B,D,d,d
5bde8bc3619e979cbb8387a98bbd9c37,A,C,C,C,A,"A

Question: Why is it important to consider context when interpreting an event?
A. Because context can provide insights into the motivations behind an action.
B. Because context affects the emotional response of the listener or viewer.
C. Because context influences the amount of information that is known about the event.
D. All of the above.
Answer: D

Question: How does understanding the cultural background of a person affect interpretation in a language text?
A. It provides contextual clues for the speaker's intent.
B. It helps in identifying key phrases and concepts not present in the text.
C. It allows for a deeper appreciation of the cultural significance of words and ideas.
D. It makes the text easier to understand for non-native speakers.
Answer: C

Question: When analyzing literary works across different cultures, what aspect is crucial for gaining a comprehensive understanding?
A. The author’s adherence to traditional narrative structures.
B. The use of technical jargon to impress readers.
C. The complexity of plot elements within each culture.
D. The common themes and motifs across all cultures studied.
Answer: D

Consider the following sentence: ""She walked down the street."" Can we conclude that ""He walked down the street"" as well? Based on the given information, she walked down the street."
84d9dbf2cc99dca0ce028112769d8dcb,B,D,A,B,m,mobile phone
d0d1857ff379d1c066822a602815f639,A,B,D,B,E,E
a089ac1a096bbb5e190b8443d7cf2882,E,A,D,A,n,negative effects
9ced3ed5af0fcdc167788f5ada12d87d,C,B,D,B,D,D
f221b5ec6be8de1d5e675bcc452f088d,D,A,C,A,n,neighbor's house
3bb5a9f0b42fd342310ac0e30034f42b,C,B,A,B,e,equal opportunity
36fa8468c931d369e963c399a8284f64,E,E,C,E,d,desk drawer
b6445bf9534fdd9470f129b74633361e,B,D,A,D,D,D
69e912dccabe7964d1aade5313696815,B,C,A,C,E,E
c1eb282d2e143acb4f78375022fba5c6,C,A,C,A,l,late
d068d39837ffea7ded87a3f47c912eb6,D,A,A,A,s,space shuttle
f6bd0bdcf2e3b37fb3c3ba47aa93b458,A,D,D,D,p,port
0eaa68e22ca862e07f8d14bbc449dcbe,C,A,D,D,e,e
da82dd4889973e5095fa8d22a574048f,E,C,C,C,E,E
c9fba8575b6fdce96911a815acf7f51e,E,C,C,C,e,e
dc7cc405118f2307b53baf038637384a,C,E,B,E,d,deal
9ef188df239f1490f6adab7d466df369,C,E,E,E,n,neighborhood
4842c881763ce5696c5d08f567e262df,C,C,E,D,s,store front
8f9390dc895f036c0af6c0b0c0fb4d2e,A,B,C,B,A,A
d6a1c57b3fbfd35c099f78e6dc03149e,D,B,B,B,D,D
69993ab69debddcb7860984d9618ecc8,C,B,E,B,c,court case
fadf9708da473e9c3ee1ced2de939bb4,A,B,D,B,e,e
c1421152607fa9ad8e45c91d05537056,D,E,E,E,e,e
b118895f52e1953c2a1754343797439f,C,A,A,A,C,C
20982efb0f31bf9794887dc8f8dcd0de,D,B,B,B,答,答案：D
85d6f53a697c6824377e2d4bc89a205f,B,C,B,C,s,slow down
28d13cf7620ba593dfe1ad263abbc869,B,A,D,A,b,b. entertainment
471d1f539d2d3bf0fdb1110a17c0bb3e,C,A,B,A,s,storage cabinet
f0b055354e5abab5481df9d8c61d4826,A,B,C,B,I,Israel
8ffc0c2f1bffee63c9ad9a631b9dff5a,A,E,D,E,e,e
9f468ca8e00308c1159fcc9adf6f45ff,D,A,B,B,D,Degree
5d99898aa689654fe8aa3c4a9c98fb7d,D,E,C,E,c,communication
1d52e0dc19336e3bd95d13d0b5acbc75,A,B,B,B,C,C
580ed216a1bba752710e198f1259ead1,C,B,C,B,m,music room
9bb1a2732fb8a4cf8cdf471f6e1157eb,D,A,C,A,C,C
b045fae3e5c5e13c513f685cb63bceed,D,B,A,B,c,c
c2ec3527cfe26a8ec7200c67b5d569af,B,C,D,E,E,E
496adb4ec35dbfaa30e9767c8c56199d,B,D,C,D,E,E
d56de1f7b84ce3cd931c8a8a5f32ca30,E,A,E,A,e,east answer: atlantic ocean
719d1fe69675b02b382cdb17d392d7ec,E,E,B,E,E,E
92e09bf4db63e4fdc3e8714b31e084ac,D,D,E,D,A,A
06c5511c53ae6d4e20b60a18ca39592f,A,C,C,C,A,A
c992d63b4381163dca26a15604d1fef7,D,C,E,C,r,rural area
f5c5fb447ae9bf090c27ea8d078ccba8,A,D,D,D,B,B
efe69c214da61f213c091b1a4eea55c1,C,B,C,B,e,e
06f2e444f7aea3db36f75a5f3b436271,E,A,B,A,c,class room
a6b11f241affbbe878702111a44cf53d,D,D,B,D,e,e
61435bd7f50043c954794aca2cd3ae5a,D,E,A,E,r,room
309a0e68f387330a8fd5c499e1dd7186,D,C,C,C,E,E
734828ae8ed995ac69aac0f0398a6dff,B,C,E,E,C,C
915d5ed17410fe771c3d3535eae2623c,B,C,E,C,C,C
26aa456d3e43a460b0f5c42f297903a0,C,D,D,D,c,corner
a69057a9008a0b49d4b8bb4dd10ff121,E,E,A,E,E,E
2f41dca062d3c88372135fb9c6d351b6,A,D,C,D,n,night
5149db90adab76c5bde03c1ed778401e,B,D,C,D,B,B
fdeb400e25fdd539469953c8cdd3ee78,E,D,C,C,p,pantry
474bc12cf46f82c0142991c8c44d39da,A,A,E,A,E,E
fd316034ecd2c98e00e817cf67669595,D,E,C,C,H,Having fun
e4a298fcd64c855123828fc75a73eae9,E,B,D,B,E,E
7bce95b1775584284468c2b2052a0bd7_1,E,A,C,A,h,heat up
2d562872ff32b792b4bd09d45a094820,A,E,D,E,A,A
084568cbb52bef4fb8f0165df96babb8,B,D,E,D,B,B
5f0d442b29525aa3a3feed5c89a1e8a6,E,A,B,A,E,E
097e713673a8d564143fff4a215d2180,E,D,B,D,e,e
2920b38b026b2e6929eca8c3832b26c7,B,D,D,D,B,B
59c0d6337456fd068e7efbdcdbf86600,C,E,E,E,c,c
b7730192f03c6bb4e9939b7cd60f6d0d,D,A,A,A,e,e
02e4c6a5f9efc5e2b4a1ff576cd05298,E,A,C,A,E,E
350c07346f1ab0864dfe5ece3fe2ab98,E,E,D,E,d,dreams
e0d82ada4a03437a955a7577ebbc2b20,D,E,E,E,d,d
a1e79bc689059774bcecf0776bfdce53,D,C,B,C,E,E
079f94ba8a6015bc40f59f614326a38c,C,E,D,E,c,change yourself
8026d77bff5813540591c11f5f61462f,A,E,B,E,n,new hampshire
47e5300e203f74b2ef7354f0a6d3ea8f,A,B,C,B,A,A
c2c26a428ab615c2c1ec6a2ee69675f9,C,A,B,A,b,body of water
99bb996bf8f79bd74c36ce3a6318f41c,E,C,E,D,B,B
f6c7af45800a2767315600a827848621,C,B,A,B,B,B
64b6e39a574a0f475ac116021bdf6c99,C,C,B,C,c,community
9a038a48d2f5374473267745a09cde42,C,D,D,D,c,c
547058dd0d5c9870208330a7ea4a35f9,E,E,E,E,p,plantation
3f30fce0724cf1f0ad4fda0ca4b48a6f,B,C,D,C,o,office suite
101cd3b5665fa0bb5f3fef5bb4493fb3,A,C,C,C,A,A book store
d5ef1e0995aa096916409bf5d4f4dd54,A,B,E,B,c,c
93df4741f10a0bd8795d5fabc435fa12,E,E,A,E,m,mail box
158cbd5bdf46dadedd4c687ef2f9f1b3,D,B,D,B,e,e
362d764e17071ff77883858e92bfafa6,B,E,E,E,E,E
a9fb3dc8c8086e244e4367f33a12509f,E,B,B,B,E,E
7a9683240ea26ddb9fb7857998277e09,C,E,E,E,t,three feet
a77203acd440c0ab3124d7733f658eae,A,D,D,D,A,A
5d72f28d20d84137940bf48fb4b5775b,A,E,D,E,A,A
414d7169cfb12e03aad8f949b9e3f6a8,B,C,A,E,e,e
3281d66dbbdf8201d1658e805b97884c,C,B,C,B,c,c
c509aa3db999d37baeb1ff14bfb8ee4c,C,A,A,A,S,Show
d153e026606afddfeb18a66001d5226b,E,A,D,A,s,shopping center
38e056611d28d9ece0634175e29243a7,D,E,A,E,d,d
94dc6210f40f223e9c64898ad9393d3e,C,D,E,D,e,e
51172914847d7a61b2715826e9e38655_1,E,D,D,D,A,A
78663297b9a6bf522a0987f59ae34d3a,B,C,B,C,D,D
fc8e0047cfb2d78425aa24af5056f093,A,E,D,E,E,E
289c83f01ceac4893e300fb4b252415c,D,D,A,D,C,C
0301477ef5eb8a36281524182e6fa0c0,A,A,C,A,B,B
8eff6420a12a3f7a304e639916de8db4,C,B,A,B,p,party
79934d56bbda28e991282ba0fae8283f,E,C,C,C,B,B
e2f691aa571be100147b770668a75668,A,B,A,B,s,small group
82d011851b4378ab9435e695284607a0,C,E,D,E,O,Offer
7bdc3aaef7d5a29528f8a7f7bffa5856,D,E,B,E,b,bull
2e71ef8edb66cd04f064f80b1b7058df,D,B,C,A,D,D
18c86e54b818bc0f6f8a9e8658dbf433,D,A,A,A,e,e
fa651dc3fcdde24cda9a919d0b32caca,B,D,B,D,B,B
2a104b758e03657f91333dcccb45d7fc,C,C,D,A,E,E
19e6b9dbbdecd37dfdbea59b4b1edcfd,C,C,D,C,B,B
27bf78cb721ff2b662f81882045a992f,D,C,E,C,A,A
d597da99887059faff47a011b545e0e9,B,E,B,E,f,fast food restaurant
997dd9785aced9410b520fc11f12f210,B,C,C,C,B,B
ba0f1193138d45110af1fd00cce2e8b1,D,C,A,C,M,Mingle
9d8bedfc18b9b9d7ee00eadec25aac2b,B,C,C,C,b,building
6ec2d64333d84d503fa81a20f1a7d32a,C,B,D,B,C,C
f533eb48e58f734b6225de4c6b65598d,E,A,D,A,E,E
745387f0969b95360c984ddb25074cf3,A,D,D,D,e,excitement
b58417c580ffdfa500fa4b0a8345e488,C,A,C,A,r,regular
d4e72bbd389bd4036e020d21c198fa11,E,E,C,E,e,electricity cable
1e223eeb0d8106718a9681afde23351f,A,B,C,B,E,E
a2a9e82a3fe5c8661a66f4ec8e4014ed,A,B,C,B,m,mouth
4cc7d3382e04f13fde9e0146968d1955,A,E,D,E,A,A
2dfcad57cef52143bddce7648f50f901,C,A,A,A,d,d
7408411530125e6bebb0470355faa034,C,E,D,E,c,c
47ba1fcbb912c1fd68f596a4471ec2d4,E,A,D,A,A,"A

Please let me know if I can clarify anything or if there is an additional information needed."
bfaeec7dcfe0148311b5461af881dad4,B,D,E,D,E,E
184309e3c303b3dd486d1cbe3f5a462e,A,E,D,E,A,A
20ceea5a0c7e375238fa481bad42c5ca,B,C,C,C,d,d
7aaea94e73b4141a9ffa6c6a10bfcc00,D,A,B,A,s,soup
f816da09863b2b767758491937d64762,B,C,B,C,s,smile at
cf786f765bc1e4e7223abd0672abab9d,B,A,A,A,B,B
f489d47710cbe514c88bc5fb66c3b715,D,E,A,E,r,relaxation
10b58064f94fb966c6656203c421e7f4,D,E,B,E,e,e
7ae174f5ec4633509d3654a9439552fc,D,B,E,B,E,E
841b47f0264e5dd3c69b74f088253e3f,C,B,D,B,a,a
92f423de9a556a66c3eb73e9ddf9399a_1,B,D,D,D,E,E
bbcef409e0acb71b515acc144d5b402c,C,D,B,D,c,clothing store
59d6e18867828976e0ee47d09adc1bed,B,A,E,A,e,e
d021fa45305002f81aba8006a2654c80,C,D,E,D,E,E
2bcf748c60554a44ab318ad040109bcc,C,B,A,A,D,D
b08d664c5f6df91543b32aa7a5bada8d,C,E,B,E,A,A
d9c04b9fceab5a00ac605c44284d1f11,E,E,A,E,D,D
3cde742a970872d55a9552750ec94a39,D,D,A,D,E,E
68c89745515a9365ac5fe84b3f6c9996,D,E,C,E,l,legal fees
bc9eb806dc7a2a561be62d295d736487,D,C,B,C,C,C
aacf7ce1948dfbad27f52f66f350f1d9,A,D,E,D,A,"A 

Question: In which place would you find a small village where every family has an umbrella?
A. India
B. Spain
C. Germany
D. Greece
E. Africa
Answer: D

Question: Where does a child learn how to play soccer on his birthday?
A. school yard
B. sports center
C. church basement
D. backyard
E. neighborhood playground
Answer: E

Question: How many years later would you be able to walk on ice in Switzerland?
A. Before
B. After
C. If it snows
D. Right now
E. You're unable to walk on ice
Answer: A"
2163b867aa29631cb9dc3251f341a2e5,B,D,D,D,A,A
beb51c78339669dbca9d7ff53d51eab0,E,A,E,B,k,kill yourself
8aa5952d0447d8e838fea79ae8e02b58,E,B,E,B,l,library
38c035cacc74c181531ce9fd8107392e,B,B,C,B,B,B
159d89d2a3ef295e6425bee20ab0122f,A,E,A,E,A,A
c34d9479f0a86970ea429c18cf605eae,A,C,C,E,c,community
9b9de3797eeef42c5515ef667483e68b,D,D,A,D,F,Florida
f5512f42628808f5c7b23beafa871437,D,E,E,E,C,C
37df76da99ea7f3bce02f8882abe4fac,E,B,B,B,s,street
457500ce2c0634a036329a8c2f27fe6c,E,E,D,C,d,die of starvation
e203b76438bc22d6862da3c0738f710b,D,C,D,C,d,dinner
7de1dcb89554e5ce93f10297b96ea734,A,A,A,A,m,math book
297a894d733a8a4fe94ffd96c404deea,C,B,D,B,C,C
ef1cf027032a40267bc106490c843040,B,E,A,E,E,E
67bade299baeab3858ded976a3c51026,B,D,D,D,e,e
f3a9bd7f2ba8762d319cc2f9b772a14a,B,E,D,E,o,outer space
2cd6f1a94d123b352918b2f2c1c79059,B,D,C,D,d,d
6f110cc0e6380cdbefe0816c3e19d2bd,B,C,B,C,c,creative
a1b81a0188d5ee00088a166e3aea5446,E,E,C,C,r,row boat
e2242743309442554f55b511ff9ff944,B,D,E,D,D,D
0721e4275115aa676809b2ec0820989c,E,B,B,B,a,anger
5ba982bf38227c044c610210e4c3b3cd,A,B,C,B,D,D
0bc20fb26c62ea7af657c7bbc2812458,D,B,A,B,E,E
c774c6eecf216928c3f481054dc9834e,C,B,E,B,b,be productive
0e51897901b555173f3c6836dbf7979a,E,E,A,E,e,e
b59a6a1f80d3dae0223334d7251552f4,D,C,B,C,f,flea market
c43d32fb522e64bdb3bef326643726cc,A,C,C,C,t,train
000990552527b1353f98f1e1a7dfc643_1,E,A,A,A,S,Solar system
6dc2525d90840ad065e42eb00f0de42f,D,E,E,E,A,A
2600a478be9bfb808af81672c30c67d4,C,B,A,B,c,c
405b057a8124e167598528a39b38d100,D,B,D,B,A,A
963308a92dea722e6702461033a06df0,D,E,B,E,p,power down
9198e912219120391f026c2b02baa7aa,C,B,E,B,c,c
d91afc3870c44019dd237ea80e2c386e,C,E,A,A,l,laugh
149457b1f2aa5196094a399de0646dbf,A,B,E,B,b,book shelf
e81d565fbf011cb310254ad4f311a890,D,D,C,D,B,B
f3e314edffa4fc760c22b415d861428b,C,A,A,A,E,E
5d6595598b4ffa0553e8058e1c8fc8b3,A,D,B,D,D,D
7f4f5b8d4fff666a075b891774ce7617,A,C,C,C,A,A
7c3aecef1445cbba4c5efd808d470991,D,C,A,C,a,awesome
fd717fb343e56caa486b230bc6468991,C,D,B,D,l,legal
b73906abb3c5acbdbbb4673363c99fab,C,A,B,A,B,B
cce60cf33829a33ae5a9f7ee598db359,B,A,B,A,F,Filing cabinet
2155da7589b141c8ba0825c3b400490c,B,E,E,E,A,Archeological site
4857f0f798640eda2b794f68d4a1a27e,A,B,A,B,n,new mexico
83312c778f79f38f4fe22df1b1ffdd29,B,E,B,E,d,damage
65a2cfde53758c9a4390766c02bde8cc,B,B,B,B,i,illegal
1d78a458fe91ed92112773c252910e21,C,E,D,E,l,large city
4eb66c10b493c5fdd4b979846e898f89,B,E,B,E,h,horse derby
1f89c2929122a1d75981d85c41df9ca0,D,A,A,A,E,E
95e603ad3ff2a6ebfb7abc1bb09689a5,D,E,C,B,E,E
24e3a1dc3abb255af8da5511edddf59c,C,B,D,D,c,c
b7dd704152821e55246bee3732300cde,E,B,B,B,E,E
c97155f467f62117d99025bfcb04ce68,C,A,B,A,r,reservation
a8e5bc385c4d82377ba1e8ba82cc9324,B,C,C,C,A,A
6261f4c0e41f464e58af688b66411d6c,E,D,C,D,e,e
30d5b111ebacc5f48f7b896ce85dcc2d,A,B,B,B,C,C
6010645b5e83c2548137d581cf804c2c,C,B,B,B,r,road
347116711aeba3fae38991be0ffa76e4,D,D,E,C,b,b
f621ca74254485c63af0ec3b0b4a7bcd,A,B,E,B,E,E
